ORIGINAL	TRANSLATED

With other men of whom he had thought as primarily first-class, he had been attracted first by their personalities, and in Burne he missed that immediate magnetism to which he usually swore allegiance. But that night Amory was struck by Burne’s intense earnestness, a quality he was accustomed to associate only with the dread stupidity, and by the great enthusiasm that struck dead chords in his heart	Usually, when he met guys he considered top-notch, he liked them right away because of their personalities. Burne didn't have that instant appeal Amory was used to. But that night, Amory noticed how incredibly serious Burne was. Amory usually thought that kind of seriousness meant someone was boring and dumb. He was also moved by Burne's strong passion, which sparked feelings Amory thought he'd lost.

Burne stood vaguely for a land Amory hoped he was drifting toward—and it was almost time that land was in sight. Tom and Amory and Alec had reached an impasse; never did they seem to have new experiences in common, for Tom and Alec had been as blindly busy with their committees and boards as Amory had been blindly idling, and the things they had for dissection—college, contemporary personality and the like—they had hashed and rehashed for many a frugal conversational meal	Burne represented a future Amory hoped to have. It was almost time to see that future clearly. Amory, Tom, and Alec were stuck; they didn't share new things anymore. Tom and Alec were super involved in their campus groups, while Amory had been totally wasting time. They'd talked about the same old stuff—college, people—over and over, using it to fill boring conversations.

That night they discussed the clubs until twelve, and, in the main, they agreed with Burne. To the roommates it did not seem such a vital subject as it had in the two years before, but the logic of Burne’s objections to the social system dovetailed so completely with everything they had thought, that they questioned rather than argued, and envied the sanity that enabled this man to stand out so against all traditions. Then Amory branched off and found that Burne was deep in other things as well	That night they talked about the clubs until midnight, and mostly agreed with Burne. It didn't seem as important to them as it used to, but Burne's reasons for disliking the social system made perfect sense to them. They mostly asked questions instead of disagreeing, and admired his ability to reject tradition. Then Amory changed the subject and realized Burne was interested in other things too.

Economics had interested him and he was turning socialist. Pacifism played in the back of his mind, and he read the Masses and Lyoff Tolstoy faithfully. “How about religion?” Amory asked him. “Don’t know	He'd gotten into economics and was becoming a socialist. The idea of peace was always there, and he regularly read "The Masses" and Leo Tolstoy. "What about religion?" Amory asked. "No idea."

I’m in a muddle about a lot of things—I’ve just discovered that I’ve a mind, and I’m starting to read.” “Read what?” “Everything	I'm confused about a lot. I just realized I can think for myself, and I'm starting to read." "Read what?" "Everything."

I have to pick and choose, of course, but mostly things to make me think. I’m reading the four gospels now, and the Varieties of Religious Experience.” “What chiefly started you?” “Wells, I guess, and Tolstoy, and a man named Edward Carpenter. I’ve been reading for over a year now—on a few lines, on what I consider the essential lines	I have to be selective, obviously, but mostly I read stuff that makes me think. Right now, I'm reading the four gospels and "The Varieties of Religious Experience." "What got you started?" "Probably Wells, Tolstoy, and this guy Edward Carpenter. I’ve been reading for more than a year – focusing on the main ideas, the things I think are most important.”

“Poetry?” “Well, frankly, not what you call poetry, or for your reasons—you two write, of course, and look at things differently. Whitman is the man that attracts me.” “Whitman?” “Yes; he’s a definite ethical force	"Poetry?" "To be honest, not exactly what you'd call poetry, and not for the same reasons you'd like it. You two write, so you see things differently. Whitman's the guy I'm into." "Whitman?" "Yeah, he definitely has a strong moral message."

“Well, I’m ashamed to say that I’m a blank on the subject of Whitman. How about you, Tom?” Tom nodded sheepishly. “Well,” continued Burne, “you may strike a few poems that are tiresome, but I mean the mass of his work	"Okay, I gotta admit, I don't know anything about Whitman. What about you, Tom?" Tom nodded, looking embarrassed. "Well," Burne went on, "some of his poems might be boring, but I'm talking about his work as a whole."

He’s tremendous—like Tolstoy. They both look things in the face, and, somehow, different as they are, stand for somewhat the same things.” “You have me stumped, Burne,” Amory admitted	"He's amazing, like Tolstoy. They both face reality head-on and, even though they're different, they represent similar ideas." "I don't understand what you mean, Burne," Amory said.

“I’ve read Anna Karénina and the Kreutzer Sonata of course, but Tolstoy is mostly in the original Russian as far as I’m concerned.” “He’s the greatest man in hundreds of years,” cried Burne enthusiastically	"Yeah, I've read Anna Karenina and the Kreutzer Sonata, but Tolstoy might as well be writing in Russian for all I understand." "He's the best person in centuries!" Burne exclaimed, really excited.

“Did you ever see a picture of that shaggy old head of his?” They talked until three, from biology to organized religion, and when Amory crept shivering into bed it was with his mind aglow with ideas and a sense of shock that someone else had discovered the path he might have followed. Burne Holiday was so evidently developing—and Amory had considered that he was doing the same	"Did you ever see a photo of his messy, old-man hair?" They talked until 3 AM, about everything from science to religion. When Amory finally went to bed, cold and shaking, his head was buzzing with new thoughts. He was surprised someone else had figured out the direction his life could have taken. Burne Holiday was clearly growing and changing – and Amory thought he was doing the same thing too.

He had fallen into a deep cynicism over what had crossed his path, plotted the imperfectability of man and read Shaw and Chesterton enough to keep his mind from the edges of decadence—now suddenly all his mental processes of the last year and a half seemed stale and futile—a petty consummation of himself. and like a sombre background lay that incident of the spring before, that filled half his nights with a dreary terror and made him unable to pray. He was not even a Catholic, yet that was the only ghost of a code that he had, the gaudy, ritualistic, paradoxical Catholicism whose prophet was Chesterton, whose claqueurs were such reformed rakes of literature as Huysmans and Bourget, whose American sponsor was Ralph Adams Cram, with his adulation of thirteenth-century cathedrals—a Catholicism which Amory found convenient and ready-made, without priest or sacraments or sacrifice	He'd become really cynical because of the stuff he'd been through. He figured people could never be perfect and read Shaw and Chesterton to keep himself from going completely off the rails. Now, all that thinking from the past year and a half felt pointless and worn out, like a waste of his time. And looming in the background was that thing that happened last spring. It filled his nights with fear and stopped him from praying. He wasn't even Catholic, but it was the only set of rules he kind of followed. It was that flashy, traditional, and complicated kind of Catholicism that Chesterton talked about, that writers like Huysmans and Bourget, who used to be wild, loved, and that some Americans like Ralph Adams Cram, who was obsessed with old cathedrals, promoted. Amory liked it because it was easy to use, no priests, no rituals, and no sacrifice needed.

He could not sleep, so he turned on his reading-lamp and, taking down the Kreutzer Sonata, searched it carefully for the germs of Burne’s enthusiasm. Being Burne was suddenly so much realler than being clever. Yet he sighed. here were other possible clay feet	He couldn't sleep, so he turned on his lamp and grabbed "The Kreutzer Sonata" to figure out what Burne was so excited about. Being like Burne seemed more appealing than just being smart. But he sighed, realizing Burne probably had his own flaws too.

He thought back through two years, of Burne as a hurried, nervous freshman, quite submerged in his brother’s personality. Then he remembered an incident of sophomore year, in which Burne had been suspected of the leading role. Dean Hollister had been heard by a large group arguing with a taxi-driver, who had driven him from the junction	He remembered Burne from two years ago: a shy, anxious freshman overshadowed by his brother. Then he recalled something from sophomore year where Burne was thought to be the main culprit. A lot of people overheard Dean Hollister arguing with a taxi driver who had driven him from the train station.

In the course of the altercation the dean remarked that he “might as well buy the taxicab.” He paid and walked off, but next morning he entered his private office to find the taxicab itself in the space usually occupied by his desk, bearing a sign which read “Property of Dean Hollister	During the argument, the dean said he "might as well just buy the taxi." He paid the fare and left. But the next morning, he walked into his office and found the actual taxi in the spot where his desk should have been. It had a sign that said, "Property of Dean Hollister."

Bought and Paid for.”. It took two expert mechanics half a day to dissemble it into its minutest parts and remove it, which only goes to prove the rare energy of sophomore humor under efficient leadership. Then again, that very fall, Burne had caused a sensation	"Bought and paid for." It took two skilled mechanics half a day to take it completely apart and get rid of it, which just shows how wild and crazy college humor can be when organized well. Also, that same semester, Burne did something that caused a stir.

A certain Phyllis Styles, an intercollegiate prom-trotter, had failed to get her yearly invitation to the Harvard–Princeton game. Jesse Ferrenby had brought her to a smaller game a few weeks before, and had pressed Burne into service—to the ruination of the latter’s misogyny	Phyllis Styles, who went to all the big college parties, didn't get invited to the Harvard-Princeton game that year. Jesse Ferrenby had taken her to a smaller game recently, and had forced Burne to hang out with them, which completely destroyed Burne's dislike of women.

“Are you coming to the Harvard game?” Burne had asked indiscreetly, merely to make conversation. “If you ask me,” cried Phyllis quickly. “Of course I do,” said Burne feebly	"You going to the Harvard game?" Burne asked, just trying to talk. "Are you asking my opinion?" Phyllis jumped in. "Yeah, I guess so," Burne mumbled.

He was unversed in the arts of Phyllis, and was sure that this was merely a vapid form of kidding. Before an hour had passed he knew that he was indeed involved. Phyllis had pinned him down and served him up, informed him the train she was arriving by, and depressed him thoroughly	He wasn't good at dealing with girls like Phyllis and thought she was just joking around. But he quickly realized she was serious. Phyllis had trapped him, told him when she was coming, and made him feel awful.

Aside from loathing Phyllis, he had particularly wanted to stag that game and entertain some Harvard friends. “She’ll see,” he informed a delegation who arrived in his room to josh him. “This will be the last game she ever persuades any young innocent to take her to!” “But, Burne—why did you invite her if you didn’t want her?” “Burne, you know you’re secretly mad about her—that’s the real trouble	Besides hating Phyllis, he really wanted to go to that game alone and hang out with some friends from Harvard. "She'll regret it," he told a group of guys who came to his room to tease him. "This is the last time she'll ever convince some poor sucker to take her anywhere!" "But Burne—why did you even ask her if you didn't want her there?" "Burne, you know you actually like her—that's the problem!"

“What can you do, Burne? What can you do against Phyllis?” But Burne only shook his head and muttered threats which consisted largely of the phrase: “She’ll see, she’ll see!” The blithesome Phyllis bore her twenty-five summers gayly from the train, but on the platform a ghastly sight met her eyes. There were Burne and Fred Sloane arrayed to the last dot like the lurid figures on college posters	"What can you do, Burne? What can you do against Phyllis?" But Burne just shook his head and mumbled threats, mostly just saying, "She'll see, she'll see!" Phyllis, happy and carefree, stepped off the train, acting like she didn't have a care in the world, but then she saw something shocking. Burne and Fred Sloane were standing on the platform, dressed to the nines and looking like those wild guys you see on college posters.

They had bought flaring suits with huge peg-top trousers and gigantic padded shoulders. On their heads were rakish college hats, pinned up in front and sporting bright orange-and-black bands, while from their celluloid collars blossomed flaming orange ties. They wore black armbands with orange “P’s,” and carried canes flying Princeton pennants, the effect completed by socks and peeping handkerchiefs in the same color motifs	They bought really flashy outfits with wide-legged pants and big, padded shoulders. They wore tilted college hats with orange and black stripes, and bright orange ties stuck out from their shiny collars. They had black armbands with orange "P's" on them and carried canes with Princeton flags. Their socks and handkerchiefs matched the orange and black theme.

On a clanking chain they led a large, angry tomcat, painted to represent a tiger. A good half of the station crowd was already staring at them, torn between horrified pity and riotous mirth, and as Phyllis, with her svelte jaw dropping, approached, the pair bent over and emitted a college cheer in loud, far-carrying voices, thoughtfully adding the name “Phyllis” to the end. She was vociferously greeted and escorted enthusiastically across the campus, followed by half a hundred village urchins—to the stifled laughter of hundreds of alumni and visitors, half of whom had no idea that this was a practical joke, but thought that Burne and Fred were two varsity sports showing their girl a collegiate time. Phyllis’s feelings as she was paraded by the Harvard and Princeton stands, where sat dozens of her former devotees, can be imagined	Dragging a big, mad cat painted like a tiger on a noisy chain, they walked by. Almost everyone at the station stared, unsure whether to feel sorry or laugh. When Phyllis came closer, looking shocked, the two guys bent down and yelled a college cheer, adding "Phyllis!" at the end. People cheered loudly and enthusiastically escorted her across campus, followed by a bunch of local kids. Alumni and visitors tried not to laugh. Many didn't even realize it was a joke and just thought Burne and Fred were athletes showing their girlfriend a good time. You can imagine how Phyllis felt being paraded past the Harvard and Princeton sections, full of her old admirers.

She tried to walk a little ahead, she tried to walk a little behind—but they stayed close, that there should be no doubt whom she was with, talking in loud voices of their friends on the football team, until she could almost hear her acquaintances whispering: “Phyllis Styles must be awfully hard up to have to come with those two.” That had been Burne, dynamically humorous, fundamentally serious	She tried walking slightly in front and slightly behind them, but they stuck close to her, making sure everyone knew she was with them. They talked loudly about their friends on the football team, and she could practically hear people she knew whispering, "Phyllis Styles must be really desperate to hang out with those two." That was Burne – funny and energetic, but also deep down serious.

From that root had blossomed the energy that he was now trying to orient with progress. So the weeks passed and March came and the clay feet that Amory looked for failed to appear	His drive and ambition, which came from that starting point, was what he was now trying to focus on making real progress. The weeks went by, March arrived, and Amory didn't see the flaws he expected in others.

About a hundred juniors and seniors resigned from their clubs in a final fury of righteousness, and the clubs in helplessness turned upon Burne their finest weapon: ridicule. Everyone who knew him liked him—but what he stood for (and he began to stand for more all the time) came under the lash of many tongues, until a frailer man than he would have been snowed under. “Don’t you mind losing prestige?” asked Amory one night	Around a hundred older students angrily quit their clubs, feeling morally superior. The clubs, unable to fight back effectively, mocked Burne, their best member. Everyone personally liked him, but what he represented (which was becoming more and more significant) was heavily criticized. A weaker person would have been overwhelmed. "Doesn't it bother you to lose respect?" Amory asked one night.

They had taken to exchanging calls several times a week. “Of course I don’t. What’s prestige, at best?” “Some people say that you’re just a rather original politician.” He roared with laughter	They started calling each other a few times a week. "Of course not. What's prestige even worth?" "Some people think you're just a really unique kind of politician." He burst out laughing.

“That’s what Fred Sloane told me today. I suppose I have it coming.” One afternoon they dipped into a subject that had interested Amory for a long time—the matter of the bearing of physical attributes on a man’s makeup	"That's what Fred Sloane told me today. I guess I deserve it." One afternoon they started talking about something Amory had been curious about for a while: how a person's looks affect their personality.

Burne had gone into the biology of this, and then: “Of course health counts—a healthy man has twice the chance of being good,” he said. “I don’t agree with you—I don’t believe in ‘muscular Christianity.’ ” “I do—I believe Christ had great physical vigor	Burne had looked into the science behind it, and then said, "Of course being healthy matters. A healthy guy is way more likely to be a good person." "I don't agree with you. I don't think being physically strong makes you a better Christian." "I do. I think Christ was really physically strong."

“Oh, no,” Amory protested. “He worked too hard for that	"No way," Amory argued. "He worked too hard for that."

I imagine that when he died he was a broken-down man—and the great saints haven’t been strong.” “Half of them have.” “Well, even granting that, I don’t think health has anything to do with goodness; of course, it’s valuable to a great saint to be able to stand enormous strains, but this fad of popular preachers rising on their toes in simulated virility, bellowing that calisthenics will save the world—no, Burne, I can’t go that.” “Well, let’s waive it—we won’t get anywhere, and besides I haven’t quite made up my mind about it myself	"I bet he was worn out when he died. The really good people aren't always strong." "Actually, half of them are." "Okay, even if that's true, I don't think being healthy makes you good. Sure, it helps a really good person handle a lot of pressure. But these popular preachers who act all energetic and shout about how exercise will fix everything? No way, Burne, I can't buy that." "Alright, forget it. We're not getting anywhere, and I'm still figuring it out myself anyway."

Now, here’s something I do know—personal appearance has a lot to do with it.” “Coloring?” Amory asked eagerly	Okay, I know this for sure: how you look is a big deal.” “Like, your complexion?” Amory asked, excited.

“Yes.” “That’s what Tom and I figured,” Amory agreed. “We took the yearbooks for the last ten years and looked at the pictures of the senior council. I know you don’t think much of that august body, but it does represent success here in a general way	"Yeah," Amory said. "Tom and I thought so too. We checked the last ten yearbooks and looked at the senior council photos. I know you don't respect them much, but they do kind of show what success looks like around here."

Well, I suppose only about thirty-five percent of every class here are blonds, are really light—yet two-thirds of every senior council are light. We looked at pictures of ten years of them, mind you; that means that out of every fifteen light-haired men in the senior class one is on the senior council, and of the dark-haired men it’s only one in fifty.” “It’s true,” Burne agreed. “The light-haired man is a higher type, generally speaking	"Okay, so probably only about a third of each class is blonde or really fair. But, like, two-thirds of the student government are blonde. We checked pictures from the last ten years, and basically, one out of every fifteen blond guys in the senior class is on the student council. For dark-haired guys, it's only one out of fifty." "Yeah, that's right," Burne said. "Blonde guys are usually better, you know?"

I worked the thing out with the Presidents of the United States once, and found that way over half of them were light-haired—yet think of the preponderant number of brunettes in the race.” “People unconsciously admit it,” said Amory. “You’ll notice a blond person is expected to talk	I figured it out by looking at the U.S. Presidents: more than half had light hair. But most people in general have dark hair. It's weird. "People know it without realizing it," Amory replied. "You expect a blonde to talk..."

If a blond girl doesn’t talk we call her a ‘doll’; if a light-haired man is silent he’s considered stupid. Yet the world is full of ‘dark silent men’ and ‘languorous brunettes’ who haven’t a brain in their heads, but somehow are never accused of the dearth.” “And the large mouth and broad chin and rather big nose undoubtedly make the superior face.” “I’m not so sure	If a blonde girl is quiet, people think she's just pretty; but if a blonde man is quiet, people think he's dumb. But there are plenty of quiet, dark-haired men and lazy, dark-haired women who aren't very smart, but nobody ever says they're lacking. "And a big mouth, strong chin, and kind of big nose definitely make for a smarter-looking face." "I'm not so sure."

Amory was all for classical features. “Oh, yes—I’ll show you,” and Burne pulled out of his desk a photographic collection of heavily bearded, shaggy celebrities—Tolstoy, Whitman, Carpenter, and others. “Aren’t they wonderful?” Amory tried politely to appreciate them, and gave up laughingly	Amory really liked the idea of classic-looking faces. "Yeah, I'll show you what I mean." Burne then took out a bunch of photos from his desk. They were pictures of famous people with big beards and messy hair, like Tolstoy and Whitman. "Aren't they amazing?" Amory tried to act like he liked them, but he couldn't and just started laughing.

“Burne, I think they’re the ugliest-looking crowd I ever came across. They look like an old man’s home.” “Oh, Amory, look at that forehead on Emerson; look at Tolstoy’s eyes	"Burne, this is the worst-looking group of people I've ever seen. It's like being in a nursing home." "Hey, Amory, check out that guy Emerson's huge forehead! And look at Tolstoy's eyes!"

His tone was reproachful. Amory shook his head. “No! Call them remarkable-looking or anything you want—but ugly they certainly are	He sounded disappointed. Amory disagreed, "No! You can say they look unusual or whatever, but they're definitely not ugly."

Unabashed, Burne ran his hand lovingly across the spacious foreheads, and piling up the pictures put them back in his desk. Walking at night was one of his favorite pursuits, and one night he persuaded Amory to accompany him. “I hate the dark,” Amory objected. “I didn’t use to—except when I was particularly imaginative, but now, I really do—I’m a regular fool about it	Without any hesitation, Burne gently touched the wide foreheads in the pictures. Then, he stacked them up and put them back in his desk. He loved walking at night, and one time he convinced Amory to go with him. "I hate the dark," Amory complained. "I used to be okay with it, except when I got really carried away with my thoughts, but now I seriously hate it—I'm totally scared of it."

“That’s useless, you know.” “Quite possibly.” “We’ll go east,” Burne suggested, “and down that string of roads through the woods	"That's pointless, you know." "Maybe." "Let's head east," Burne said, "and follow those roads through the forest."

“Doesn’t sound very appealing to me,” admitted Amory reluctantly, “but let’s go.” They set off at a good gait, and for an hour swung along in a brisk argument until the lights of Princeton were luminous white blots behind them	"Doesn't sound fun," Amory admitted, not really wanting to go, "but okay, let's do it." They started walking fast, arguing energetically for an hour until the lights of Princeton were just blurry white spots behind them.

“Any person with any imagination is bound to be afraid,” said Burne earnestly. “And this very walking at night is one of the things I was afraid about	"Anyone who can imagine things is going to be scared sometimes," Burne said seriously. "Walking around at night is one of the things that used to scare me."

I’m going to tell you why I can walk anywhere now and not be afraid.” “Go on,” Amory urged eagerly. They were striding toward the woods, Burne’s nervous, enthusiastic voice warming to his subject	"I'll tell you why I can go anywhere now and not be scared." "Tell me!" Amory said, excited. They walked quickly toward the woods, Burne's voice, usually anxious, now enthusiastic as he got into what he wanted to say.

“I used to come out here alone at night, oh, three months ago, and I always stopped at that crossroad we just passed. There were the woods looming up ahead, just as they do now, there were dogs howling and the shadows and no human sound	"About three months back, I'd come out here alone at night and always stop at that intersection we just drove through. The woods were dark and huge in front of me, just like they are now. Dogs were howling, and it was all shadows and silence."

Of course, I peopled the woods with everything ghastly, just like you do; don’t you?” “I do,” Amory admitted. “Well, I began analyzing it—my imagination persisted in sticking horrors into the dark—so I stuck my imagination into the dark instead, and let it look out at me—I let it play stray dog or escaped convict or ghost, and then saw myself coming along the road. That made it all right—as it always makes everything all right to project yourself completely into another’s place	"Yeah, I used to fill the woods with scary stuff, like you probably do, right?" "Yeah, I do," Amory said. "So, I started thinking about it. My imagination kept putting scary things in the dark, so I put my imagination in the dark instead and let it look back at me. I'd pretend to be a lost dog or a runaway prisoner or a ghost and then imagine myself walking down the road. That fixed it. It always helps to totally put yourself in someone else's shoes."

I knew that if I were the dog or the convict or the ghost I wouldn’t be a menace to Burne Holiday any more than he was a menace to me. Then I thought of my watch. I’d better go back and leave it and then essay the woods. No; I decided, it’s better on the whole that I should lose a watch than that I should turn back—and I did go into them—not only followed the road through them, but walked into them until I wasn’t frightened any more—did it until one night I sat down and dozed off in there; then I knew I was through being afraid of the dark	I realized that whether I was a dog, a prisoner, or a ghost, I wouldn't be a threat to Burne Holiday any more than he was to me. Then I remembered my watch. I should go back and leave it, and then try to walk into the woods. But no, I decided it was better to lose the watch than to turn back. So I went into the woods—not just walked the road through them, but went deep in until I wasn't scared anymore. I kept doing it until one night I sat down and fell asleep there. That's when I knew I was finally over my fear of the dark.

“Lordy,” Amory breathed. “I couldn’t have done that	"Wow," Amory said. "I couldn't have pulled that off."

I’d have come out halfway, and the first time an automobile passed and made the dark thicker when its lamps disappeared, I’d have come in.” “Well,” Burne said suddenly, after a few moments’ silence, “we’re halfway through, let’s turn back.” On the return he launched into a discussion of will. “It’s the whole thing,” he asserted	I would've walked out a bit, and the first time a car went by and the darkness seemed even darker after its headlights were gone, I would've gone back inside." "Okay," Burne said abruptly, after a short silence, "we're halfway done, let's quit." On the way back, he started talking about willpower. "It's everything," he insisted.

“It’s the one dividing line between good and evil. I’ve never met a man who led a rotten life and didn’t have a weak will.” “How about great criminals?” “They’re usually insane. If not, they’re weak	"It's the only thing that separates right from wrong. I've never met a guy who lived a bad life and didn't have a weak will." "What about famous criminals?" "They're usually crazy. If they're not, they're weak."

There is no such thing as a strong, sane criminal.” “Burne, I disagree with you altogether; how about the superman?” “Well?” “He’s evil, I think, yet he’s strong and sane.” “I’ve never met him	"There's no such thing as a criminal who's strong and mentally healthy." "Burne, I totally disagree. What about the 'superman' type?" "Okay?" "He's evil, in my opinion, but he's strong and healthy." "I've never met one."

I’ll bet, though, that he’s stupid or insane.” “I’ve met him over and over and he’s neither	"I bet he's either dumb or crazy." "I've met him a bunch of times, and he's not either of those things."

That’s why I think you’re wrong.” “I’m sure I’m not—and so I don’t believe in imprisonment except for the insane	That's why I disagree with you. I'm confident I'm right, so I only think it's okay to lock up people who are mentally ill.

On this point Amory could not agree. It seemed to him that life and history were rife with the strong criminal, keen, but often self-deluding; in politics and business one found him and among the old statesmen and kings and generals; but Burne never agreed and their courses began to split on that point. Burne was drawing farther and farther away from the world about him	Amory disagreed with this. He thought that life and history were full of powerful, smart criminals who often fooled themselves. You could find them in politics, business, and among leaders like statesmen, kings, and generals. But Burne never agreed, and this difference started to drive them apart. Burne was becoming more and more detached from the world around him.

He resigned the vice-presidency of the senior class and took to reading and walking as almost his only pursuits. He voluntarily attended graduate lectures in philosophy and biology, and sat in all of them with a rather pathetically intent look in his eyes, as if waiting for something the lecturer would never quite come to. Sometimes Amory would see him squirm in his seat; and his face would light up; he was on fire to debate a point	He quit being the senior class vice-president and mostly just read and walked around. He even went to philosophy and biology classes for graduate students, looking really eager, like he expected the professor to say something amazing that never happened. Amory sometimes saw him fidget and then get all excited, ready to argue about something.

He grew more abstracted on the street and was even accused of becoming a snob, but Amory knew it was nothing of the sort, and once when Burne passed him four feet off, absolutely unseeingly, his mind a thousand miles away, Amory almost choked with the romantic joy of watching him. Burne seemed to be climbing heights where others would be forever unable to get a foothold. “I tell you,” Amory declared to Tom, “he’s the first contemporary I’ve ever met whom I’ll admit is my superior in mental capacity	He became more distant when he was out, and people even said he was acting like a snob. But Amory knew that wasn't true. One time, Burne walked right past him, just four feet away, completely not seeing him because he was so lost in thought. Amory almost burst with excitement, watching him like that. It was like Burne was achieving things that other people could never even dream of. Amory told Tom, "Seriously, he's the first person my age I've met who I'll admit is smarter than me."

“It’s a bad time to admit it—people are beginning to think he’s odd.” “He’s way over their heads—you know you think so yourself when you talk to him—Good Lord, Tom, you used to stand out against ‘people.’ Success has completely conventionalized you.” Tom grew rather annoyed	"This isn't a good time to say it, but people are starting to see him as weird." "He's too smart for them. You know you feel that way too when you talk to him. Come on, Tom, you used to not care what 'people' thought. Being successful has made you totally normal." Tom got pretty irritated.

“What’s he trying to do—be excessively holy?” “No! not like anybody you’ve ever seen. Never enters the Philadelphian Society	"Is he trying to act super religious?" "No! Not like anyone you've ever met. He never even goes to the Philadelphian Society."

He has no faith in that rot. He doesn’t believe that public swimming-pools and a kind word in time will right the wrongs of the world; moreover, he takes a drink whenever he feels like it.” “He certainly is getting in wrong	He doesn't buy into that nonsense. He doesn't think simple solutions like community pools and being nice will fix everything wrong with the world. Plus, he drinks when he wants to." "He's definitely making a bad impression.

“Have you talked to him lately?” “No.” “Then you haven’t any conception of him	"Have you talked to him recently?" "No." "Then you have no idea what he's like."

The argument ended nowhere, but Amory noticed more than ever how the sentiment toward Burne had changed on the campus. “It’s odd,” Amory said to Tom one night when they had grown more amicable on the subject, “that the people who violently disapprove of Burne’s radicalism are distinctly the Pharisee class—I mean they’re the best-educated men in college—the editors of the papers, like yourself and Ferrenby, the younger professors. The illiterate athletes like Langueduc think he’s getting eccentric, but they just say, ‘Good old Burne has got some queer ideas in his head,’ and pass on—the Pharisee class—Gee! they ridicule him unmercifully.” The next morning he met Burne hurrying along McCosh walk after a recitation	The argument didn't go anywhere, but Amory really saw how people on campus felt differently about Burne now. "It's weird," Amory told Tom one night after they started getting along better talking about it, "that the people who hate Burne's crazy ideas the most are the ones who think they're so much better than everyone else – I mean, they're the smartest guys in college - the newspaper editors, like you and Ferrenby, and the young professors. The dumb athletes, like Langueduc, just think he's acting strange, but they just say, 'Old Burne's got some weird ideas,' and don't care – but those stuck-up guys! Man, they make fun of him like crazy.” The next morning, he saw Burne walking fast down McCosh walk after class.

“Whither bound, Tsar?” “Over to the Prince office to see Ferrenby,” he waved a copy of the morning’s Princetonian at Amory. “He wrote this editorial	"Where are you going, Tsar?" "I'm heading over to the *Prince* office to see Ferrenby," he said, waving the morning's *Princetonian* newspaper at Amory. "He wrote this editorial."

“Going to flay him alive?” “No—but he’s got me all balled up. Either I’ve misjudged him or he’s suddenly become the world’s worst radical	"Gonna tear him apart?" "No, but he's got me totally confused. Either I was wrong about him, or he's suddenly turned into a crazy extremist."

Burne hurried on, and it was several days before Amory heard an account of the ensuing conversation. Burne had come into the editor’s sanctum displaying the paper cheerfully. “Hello, Jesse	Burne rushed off, and Amory didn't hear what happened next for a few days. Burne had walked into the editor's office, looking happy and showing off the paper. "Hey, Jesse."

“Hello there, Savonarola.” “I just read your editorial.” “Good boy—didn’t know you stooped that low.” “Jesse, you startled me	"Hey there, Savonarola." "I just read what you wrote." "Good job—didn't know you'd sink that low." "Jesse, you scared me!"

“How so?” “Aren’t you afraid the faculty’ll get after you if you pull this irreligious stuff?” “What?” “Like this morning.” “What the devil—that editorial was on the coaching system.” “Yes, but that quotation—” Jesse sat up	"Why?" "Aren't you worried the teachers will come down on you for this anti-religious stuff?" "What are you talking about?" "Like what you did this morning." "What the heck? That article was about the coaching system." "Yeah, but that quote—" Jesse sat up.

“What quotation?” “You know: ‘He who is not with me is against me.’ ” “Well—what about it?” Jesse was puzzled but not alarmed. “Well, you say here—let me see	"What quote?" "You know, the one that says, 'If you're not on my side, you're against me.'" "So? What's the problem?" Jesse was confused, but not worried. "Well, you wrote here—hold on..."

Burne opened the paper and read: “ ‘He who is not with me is against me, as that gentleman said who was notoriously capable of only coarse distinctions and puerile generalities.’ ” “What of it?” Ferrenby began to look alarmed. “Oliver Cromwell said it, didn’t he? or was it Washington, or one of the saints? Good Lord, I’ve forgotten	Burne opened the newspaper and read: “'If you’re not on my side, you’re against me.' Some famous guy said that, but he was known for being simple-minded and making childish generalizations.” “So?” Ferrenby looked worried. “Oliver Cromwell said it, right? Or was it Washington, or some other saint? Man, I can't remember.”

Burne roared with laughter. “Oh, Jesse, oh, good, kind Jesse	Burne laughed loudly. "Oh, Jesse, you're such a good person, Jesse!"

“Who said it, for Pete’s sake?” “Well,” said Burne, recovering his voice, “St. Matthew attributes it to Christ	"Who said that, anyway?" "Well," Burne said, getting his voice back, "Matthew in the Bible says Jesus said it."

“My God!” cried Jesse, and collapsed backward into the wastebasket.	"Oh my God!" Jesse yelled, and fell back into the trash can.

The weeks tore by. Amory wandered occasionally to New York on the chance of finding a new shining green autobus, that its stick-of-candy glamour might penetrate his disposition	Time flew by. Amory sometimes went to New York, hoping to find something exciting and new that would cheer him up.

One day he ventured into a stock-company revival of a play whose name was faintly familiar. The curtain rose—he watched casually as a girl entered. A few phrases rang in his ear and touched a faint chord of memory. Where—? When—? Then he seemed to hear a voice whispering beside him, a very soft, vibrant voice: “Oh, I’m such a poor little fool; do tell me when I do wrong	He went to see an old play he vaguely remembered. The play started, and he casually watched an actress come on stage. Some lines she spoke sounded familiar, triggering a faint memory. Where did he hear that before? When? Then, it felt like a soft, breathy voice whispered in his ear: "Oh, I'm so clueless. Please tell me when I mess up."

